,TPN,TCIN,XGDPN,XGDP,ECNIA,EBFI,EH,EGFE,EGSE,EM,EX,PGDP,PCNIA,PKBFIR,PXP,PHR,PEGFR,PXR,PMO,GFSRPN,GTN,GFINTN,EGFLN,EGFEN,TRP,TRCI,TRP_t,TRCI_t,TRFPM,TRFCIM,RCCH,RBFI,RTBFI,TRP_Base,TRCI_Base,LUR,LFPR,LEH,PICNIA,RFF,RTB,RG10
2017,1533.7991086397424,365.12115169097933,19308.035887953523,17022.565900281592,11854.206315100986,2310.4261101561497,581.8269143113092,751.107078863629,712.7218339386815,2798.461600032853,2174.2218674266733,113.42847701766685,112.6963187011836,1.030764776232587,111.64590881149064,1.1219573423309188,0.9833443923717308,0.9565387879214183,101.89339027772611,-1133.1981519598548,2615.3655943132812,463.91354464066984,434.9816529138495,824.6324409310715,0.11156521297632503,0.14370691307501274,0.11156521297632503,0.14370691307501274,0.2296865040053783,0.35,5.511002544484886,5.827771708533586,0.17630729899217165,13832.787864776474,2170.4375863389905,4.293117727339533,0.6289368679722003,153.55946964181874,1.7470076858735433,1.1307504901664633,0.9842739908453044,2.8118053346596197
2018,1604.8077568289987,388.3528300626207,20065.867556696794,17220.280858223705,11940.622380473107,2431.2927708371067,552.677042789835,759.9106138320759,711.3715185802346,2858.381951238173,2247.0662666604107,116.51977446408242,114.9476482737388,1.05343832443616,114.06125298457158,1.1497056848787155,0.9866713394657497,0.958853989081587,102.60052754402258,-1344.5625505740036,2730.2648355869906,600.86813317502,452.4417033414121,855.2531836208876,0.11221220177460181,0.13767246271872155,0.11221220177460181,0.13767246271872155,0.23088872439476213,0.35,6.246499750329043,6.033481249534688,0.18273363483027605,14511.48703623817,2383.818904986579,4.132495611495835,0.6283429087025909,155.03825142334387,1.9764180549237238,1.724519698149386,1.3564524175445025,3.2887598612860858
2019,1689.8147670812896,413.27518474348796,20782.848164737497,17377.352252948913,12065.100462007675,2520.9660916673033,540.0896698400973,767.3619996736435,712.7403358006326,2954.7012562515106,2287.5107565925164,119.59255283156612,117.33582385015066,1.0650650480166761,116.43615510797358,1.1710015429579639,0.9915881350820646,0.9573398760184892,102.83503123460721,-1647.4998544527234,2850.8860494395212,757.0907732052959,472.30403368713337,886.0138736676458,0.11338937942262645,0.13722649273912987,0.11338937942262645,0.13722649273912987,0.23147790698840243,0.3500000000000001,6.634413520959114,6.247870604602514,0.18103849905103994,15281.798236790171,2564.501397553905,4.1953547710191765,0.6279941711228263,156.17061283357484,2.0906373850525433,2.1077281011606908,1.5819686889888125,3.7051848064366335
2020,1742.6826497058937,448.47032959859143,21370.488328090625,17417.255903453988,12149.693292041475,2568.2313870323455,537.7352962143705,767.7904709559009,710.9284946267211,3052.8304790421294,2292.503753276465,122.69217778586994,119.81853815395402,1.0693531183424505,118.87044535861709,1.1897120258095075,0.9971872019232264,0.9553010625156264,103.46159058202933,-4022.4159188352874,2939.4980150618717,928.7333741276494,488.2985580515305,910.1528210378383,0.112823837795889,0.1436959805330299,0.112823837795889,0.1436959805330299,0.2319097933049662,0.3500000000000002,6.840529363287462,6.457527771233901,0.17902268918690767,16136.281783081125,2737.5341277538105,4.239708359077591,0.6277089363381108,157.30460203587032,2.0866465025175636,2.4942537457808087,1.8539923813991863,3.915344524124145
2021,1807.8237151823687,456.009750543484,22149.738389388735,17654.605669991102,12378.540710578522,2629.757956450144,548.6852508815854,775.7350482831217,717.7501220401175,3186.874800977022,2321.858557911665,125.45705598580199,122.3379873990633,1.1226539110371963,121.33617598741967,1.2066307783889636,1.0034010002443992,0.953272306720886,104.01551171609806,-3429.9865183364623,3050.259691249263,1163.3056713648295,509.06659304785535,944.494635606126,0.11148068293704404,0.1395931076570903,0.11148068293704404,0.1395931076570903,0.23260783115213457,0.3500000000000001,6.980175409839427,6.622249019786073,0.17190292570853583,17081.555671482343,2880.452020113189,4.409423864219097,0.6273820711918429,158.18051684790288,2.079462657606797,2.561366327619374,1.9188622953719718,4.063720111925148
2022,1891.5518184013838,470.68170371866603,23133.510284466454,18049.791067833787,12723.424351922906,2704.1656967983813,567.1744478730154,789.951555787791,730.2942675772626,3346.3823889284713,2375.073006740719,128.16007649022197,124.91537430357874,1.2066221276748696,123.86137017146942,1.222045093822515,1.010062706922064,0.9513798290827796,104.75153473196346,-2027.7935702676216,3189.1167827422523,1360.2270431823083,534.3983115609475,988.3382728381206,0.1106102923052103,0.13751882238860133,0.1106102923052103,0.13751882238860133,0.23341485464604078,0.35000000000000014,7.017091916515724,6.604221851593017,0.19325183457062153,18009.120661834877,3012.1874536392893,4.53566494246533,0.626967887114707,159.06782449204118,2.0897376726538197,2.509635554938521,1.8984174376696497,4.166824319621542
2023,1981.1872631334643,479.40389028915797,24095.882706655128,18383.245426987265,13036.6308215873,2771.3941089255914,584.8498993448146,800.0594128109999,738.9256334061496,3512.4685647900965,2425.8255908993647,131.07002300779698,127.56403758730724,1.2293993884742953,126.45007736473205,1.2359246361239644,1.0169771121339672,0.9495043877486002,105.58564639694586,-2244.8278531088417,3310.6422511172345,1517.032671104364,557.56186898448,1028.8980346538121,0.11043431726814636,0.13486684053031883,0.11043431726814636,0.13486684053031883,0.23429756847604788,0.3499999999999999,7.087303344022079,6.61990905939003,0.20848300532594338,18967.040042710694,3133.809595498362,4.513153979098707,0.6268162713858878,160.23657389082314,2.1027752560459745,2.7231104680731484,2.0615167521571123,4.287401167522091
2024,2072.4457779448508,491.7608553229492,25070.42165227462,18692.827236176185,13335.560268992542,2836.260765125995,600.9008648190406,808.3451896291551,745.9375176424913,3675.9776926184604,2476.304996177758,134.1126373142424,130.285420867878,1.2078954409347704,129.09642367012987,1.2482668522068434,1.0239861425882464,0.9475573956293701,106.30295916295503,-2352.7294326505444,3426.806357762707,1687.0488663474414,580.1547216919472,1068.6223643538644,0.1101521323801253,0.13432178118710764,0.1101521323801253,0.13432178118710764,0.2348388664738389,0.3499999999999999,7.222353101346292,6.693348207977693,0.2148543269169354,19997.59821620628,3241.748244759646,4.45538320545158,0.626799487758456,161.47206083437194,2.1163328665573364,2.9976289210073865,2.2816601666174656,4.438248240426502
2025,2167.0101294206033,504.83639756269406,26073.204415419896,18994.758948318682,13632.108524282381,2898.5112033696932,616.0962630497744,815.9068934681424,752.3775980255828,3836.915736326841,2526.253487666093,137.25988857484538,133.08666260651094,1.1931178311233224,131.81624789056855,1.259345745947205,1.0311916494166071,0.9456655667067031,107.02537145972296,-2477.1223622936295,3545.096761814197,1872.2713893700832,603.0082652944519,1109.0923978294372,0.10980979376323749,0.13465470000592253,0.10980979376323749,0.13465470000592253,0.23533175373533352,0.35000000000000003,7.355213333325032,6.749486119319682,0.213212438795687,21090.76132978558,3335.0195635345503,4.385536381960678,0.626833330983654,162.71769011849406,2.134532743468572,3.295282701184977,2.533530083816712,4.584825302323932
2026,2274.668480006749,521.5135680307358,27170.187662573717,19329.494296893477,13956.169589882566,2965.051178347356,631.5070851675756,824.5767301728943,759.8366269505781,4004.520685277977,2579.699123593349,140.55785552277484,135.98134389813615,1.1832462938691188,134.62897665901545,1.2693697510424433,1.0386592374278758,0.9439052353810906,107.81310963174118,-2511.367698425968,3675.9433829150407,2080.0595572672355,627.6310557518502,1153.0856558041899,0.10963738478854101,0.13616385259061847,0.10963738478854101,0.13616385259061847,0.23586051685651618,0.3499999999999999,7.478155918165066,6.770606127254634,0.2093075465640208,22253.76312310993,3419.275823242036,4.315323569778821,0.6268877026758148,163.94883236559886,2.16355450242852,3.5862880746238814,2.793171247680602,4.735592410770863
2027,2385.9919875193564,538.6617115957592,28270.976680708103,19628.70067044538,14254.463111022265,3025.790027933086,645.343624405475,831.4388228684119,765.6194100723234,4163.043622182392,2626.9290955594033,144.02288196931985,138.98593037873093,1.176554306746579,137.57412960694333,1.2783174490688285,1.0460975313249294,0.9423798309869864,108.76555554971293,-2596.887256529465,3806.9434307161587,2297.3247435988947,651.8300627866691,1196.6239094970235,0.1095958564964653,0.13796536336383314,0.1095958564964653,0.13796536336383314,0.23655230746643943,0.35,7.584645898383728,6.78143437555394,0.20615161080599698,23484.5088374323,3505.707144377096,4.240301634662639,0.6269570091657923,165.16693590066768,2.1986791479844925,3.8730300389275345,3.0585029508477546,4.8705239748491795
